user_id,auction_id,cat_id,cat1,property,buy_mount,day,trade_year,trade_month,weekday,buy_mount_winsor,<property object at 0x000002C1C74567F0>,birthday,gender,birth,birth_year,birth_month
771449207,20922028936,50005982,50014815,21458:8697333;10982339:279009563;13023209:279009563;122277773:3256438;21479:3262142;21475:108284;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:29785;1628665:29782;2815901:137978648,1,2014-12-08,2014,12,0,1,21458:8697333;10982339:279009563;13023209:279009563;122277773:3256438;21479:3262142;21475:108284;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:29785;1628665:29782;2815901:137978648,20140622.0,0.0,2014-06-22,2014,6
1683328510,38275805698,121394024,50008168,21458:108838;13023209:584342345;22009:29800;122217803:3290137;21477:30731631;21477:3979320;21477:4069612;25935:31381;13512069:40366865;21475:61944851;21475:20145005;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;122217801:3238327;122217801:3228688;122217801:3265977;122217801:3340598;122217801:34731;122217801:2026,1,2014-07-11,2014,7,4,1,21458:108838;13023209:584342345;22009:29800;122217803:3290137;21477:30731631;21477:3979320;21477:4069612;25935:31381;13512069:40366865;21475:61944851;21475:20145005;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;122217801:3238327;122217801:3228688;122217801:3265977;122217801:3340598;122217801:34731;122217801:2026,20130817.0,1.0,2013-08-17,2013,8
21137271,17691567559,50013636,50008168,21458:29300727;1633959:3703972;15068446:3703972;25935:21990;32047:93470;22135:31412;1628366:30916;8151548:29802;13529746:21983;13529646:117906617;13394971:30993;22022:102274034;13539026:117942785;1628665:3233939;1628665:29798;22019:3238422;22019:50793479;22019:3251926;22019:3287412;22019:3263874;22019:3377924,1,2012-11-22,2012,11,3,1,21458:29300727;1633959:3703972;15068446:3703972;25935:21990;32047:93470;22135:31412;1628366:30916;8151548:29802;13529746:21983;13529646:117906617;13394971:30993;22022:102274034;13539026:117942785;1628665:3233939;1628665:29798;22019:3238422;22019:50793479;22019:3251926;22019:3287412;22019:3263874;22019:3377924,20110204.0,1.0,2011-02-04,2011,2
1766969850,41161458583,50013636,50008168,21458:3236045;13591500:3236045;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;1628665:29799;25935:31381;13023209:3236045;32047:93471;122217801:3228688;122217801:3265977;122217801:3340598;122217801:3284610;22135:31412;122217803:30916;22009:21671;122277569:21983;2049128:117906617;22066:31379;22022:110150624;122277668:119686,1,2014-09-21,2014,9,6,1,21458:3236045;13591500:3236045;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;1628665:29799;25935:31381;13023209:3236045;32047:93471;122217801:3228688;122217801:3265977;122217801:3340598;122217801:3284610;22135:31412;122217803:30916;22009:21671;122277569:21983;2049128:117906617;22066:31379;22022:110150624;122277668:119686,20130613.0,0.0,2013-06-13,2013,6
74459175,13155318835,50012564,50014815,21458:77835136;15039464:594741715;131982089:5517310;122217774:3265977;1628149:48509498;15054114:5517310;8456532:4244397,5,2014-07-20,2014,7,6,5,21458:77835136;15039464:594741715;131982089:5517310;122217774:3265977;1628149:48509498;15054114:5517310;8456532:4244397,20130309.0,0.0,2013-03-09,2013,3
877518892,36499367185,50012475,28,21458:4192454;6448382:460997836;13023209:62809256;22277:11183710;11684888:22986;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29793;21475:275708185,1,2014-05-14,2014,5,2,1,21458:4192454;6448382:460997836;13023209:62809256;22277:11183710;11684888:22986;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29793;21475:275708185,20140304.0,1.0,2014-03-04,2014,3
80512596,36131873399,50012363,122650008,21458:67173059;1628665:3233939;1628665:3233938;1628665:29796;22007:30384;22007:30385;22007:30386;22007:30387;22007:30388;22007:30389;25935:21991;25935:21990;25935:31381;122217744:4027090;13023209:3293111;2397831:16561212,1,2014-02-20,2014,2,3,1,21458:67173059;1628665:3233939;1628665:3233938;1628665:29796;22007:30384;22007:30385;22007:30386;22007:30387;22007:30388;22007:30389;25935:21991;25935:21990;25935:31381;122217744:4027090;13023209:3293111;2397831:16561212,20130208.0,0.0,2013-02-08,2013,2
411194666,6892952614,50012245,50014815,21458:30992;21956:3309630;1628665:3233942;1628665:3233938;33337:46473310;21967:29772;21967:29773,4,2014-06-05,2014,6,3,4,21458:30992;21956:3309630;1628665:3233942;1628665:3233938;33337:46473310;21967:29772;21967:29773,20140717.0,0.0,2014-07-17,2014,7
140860418,24679988724,50012431,50014815,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;1628665:29799;122277773:37463482;122277773:7172482;122277773:37472463;122277773:3269160;122277773:3268651;122277773:31184;22009:106713;122217803:30916;122218005:3930669;122218005:4276223;21967:29775;21475:10044176;13023209:663340101;21458:115693733,1,2014-11-02,2014,11,6,1,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;1628665:29799;122277773:37463482;122277773:7172482;122277773:37472463;122277773:3269160;122277773:3268651;122277773:31184;22009:106713;122217803:30916;122218005:3930669;122218005:4276223;21967:29775;21475:10044176;13023209:663340101;21458:115693733,20131202.0,0.0,2013-12-02,2013,12
152076304,14665138835,50016243,28,21458:22466616;12121756:3279300;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233936;1628665:29778;1628665:29787;1628665:29793;1628665:29782;1628665:29799;21475:137325;11649846:9068681;11666049:40203,1,2013-02-17,2013,2,6,1,21458:22466616;12121756:3279300;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233936;1628665:29778;1628665:29787;1628665:29793;1628665:29782;1628665:29799;21475:137325;11649846:9068681;11666049:40203,,0.0,2008-08-19,2008,8
109907629,6009465208,50014250,28,1627584:28619,1,2013-02-17,2013,2,6,1,1627584:28619,20100218.0,1.0,2010-02-18,2010,2
55522687,8159654162,50012456,50014815,21458:78542946;1628665:131622,1,2014-04-29,2014,4,1,1,21458:78542946;1628665:131622,20131215.0,1.0,2013-12-15,2013,12
854053048,35774477574,50010549,50008168,25935:21991;1628665:29787;1628665:29796;1628665:29782;22019:3228688;22019:3265977;22019:3248884;22019:3340598;22019:3284610;32047:93471;1628348:11468;1627349:114518;3988915:104912;2904342:30905;13394971:29563;8151548:11580;13395135:30912;21458:82901;1633959:137980566,1,2013-11-11,2013,11,0,1,25935:21991;1628665:29787;1628665:29796;1628665:29782;22019:3228688;22019:3265977;22019:3248884;22019:3340598;22019:3284610;32047:93471;1628348:11468;1627349:114518;3988915:104912;2904342:30905;13394971:29563;8151548:11580;13395135:30912;21458:82901;1633959:137980566,20110524.0,1.0,2011-05-24,2011,5
728180676,39589756565,121408024,50008168,21458:3798141;1628665:3233941;1628665:29790;13023209:3373765;122217801:34731;122217801:2026;122217801:50793479;122217801:3287412;22009:104582;122217803:3290137;21477:3979320;25935:21991,1,2014-11-26,2014,11,2,1,21458:3798141;1628665:3233941;1628665:29790;13023209:3373765;122217801:34731;122217801:2026;122217801:50793479;122217801:3287412;22009:104582;122217803:3290137;21477:3979320;25935:21991,20101212.0,0.0,2010-12-12,2010,12
1812586633,22143527373,121398035,50022520,21458:200969960;21477:105416591;22009:104582;13023209:12873814;122217803:3290137;122217965:3227750;21967:29841;1628665:29784;1628665:82340;1628665:3233938;1628665:3233942;51138297:304866237;141935707:12873814,1,2014-10-12,2014,10,6,1,21458:200969960;21477:105416591;22009:104582;13023209:12873814;122217803:3290137;122217965:3227750;21967:29841;1628665:29784;1628665:82340;1628665:3233938;1628665:3233942;51138297:304866237;141935707:12873814,20150309.0,0.0,2015-03-09,2015,3
310635877,41262741580,50010566,50008168,25935:21991;1628665:3233938;122217801:3228688;122217801:3265977;122217801:3340598;122217801:34731;32047:93471;1628348:11468;33069:104912;22121:30905;22009:3297582;122217803:30916;22066:30993;22061:14033338;122217965:29431631;13023209:701279844;21458:196090287,1,2014-10-12,2014,10,6,1,25935:21991;1628665:3233938;122217801:3228688;122217801:3265977;122217801:3340598;122217801:34731;32047:93471;1628348:11468;33069:104912;22121:30905;22009:3297582;122217803:30916;22066:30993;22061:14033338;122217965:29431631;13023209:701279844;21458:196090287,20130321.0,0.0,2013-03-21,2013,3
363164958,16201007960,50228021,50014815,21458:21906;3097674:679026166;33603:110558;1628149:110568;122451853:8871776;21475:46107683;21475:7202757;21475:108284;21479:110556;31174030:44083;1628665:108579;1628665:131622;1628665:29778;1628665:29782;1628665:29784;1628665:29785;1628665:29787;1628665:29796;1628665:29798;1628665:29799;1628665:92012;1628665:61550;1628665:31614;1628665:3233936;1628665:3233937;1628665:3233938;1628665:3233939;1628665:3233940;1628665:3233941;1628665:3233942;1628665:133527;1628665:82340;6478880:11580,1,2014-12-13,2014,12,5,1,21458:21906;3097674:679026166;33603:110558;1628149:110568;122451853:8871776;21475:46107683;21475:7202757;21475:108284;21479:110556;31174030:44083;1628665:108579;1628665:131622;1628665:29778;1628665:29782;1628665:29784;1628665:29785;1628665:29787;1628665:29796;1628665:29798;1628665:29799;1628665:92012;1628665:61550;1628665:31614;1628665:3233936;1628665:3233937;1628665:3233938;1628665:3233939;1628665:3233940;1628665:3233941;1628665:3233942;1628665:133527;1628665:82340;6478880:11580,20141229.0,0.0,2014-12-29,2014,12
89800466,8835103504,50023661,28,21458:42419921;11666049:62519847;11759968:105103035,1,2012-08-28,2012,8,1,1,21458:42419921;11666049:62519847;11759968:105103035,20110331.0,0.0,2011-03-31,2011,3
1830529477,24198240503,121540027,28,21458:180084224;128609756:3506594;11945782:7813537;11684888:11468;12082847:107548441;21475:275708185;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:82340,1,2014-08-02,2014,8,5,1,21458:180084224;128609756:3506594;11945782:7813537;11684888:11468;12082847:107548441;21475:275708185;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:82340,20130617.0,0.0,2013-06-17,2013,6
155969997,16983951706,50012451,50008168,21458:48847441;1633959:155218811;33030:29800;33162:30916;3156768:4195556;3156768:4069612;25935:31381;13512069:22182;1628665:29782;22019:3228688;22019:3265977;22019:3340598;22019:34731;22019:2026,1,2012-09-24,2012,9,0,1,21458:48847441;1633959:155218811;33030:29800;33162:30916;3156768:4195556;3156768:4069612;25935:31381;13512069:22182;1628665:29782;22019:3228688;22019:3265977;22019:3340598;22019:34731;22019:2026,20120505.0,0.0,2012-05-05,2012,5
115378612,22437991041,50006602,50008168,21458:119533678;30497:30035;1633959:317401523;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628324:9319927;5426651:29841;1628366:32799;25935:31381,1,2014-02-07,2014,2,4,1,21458:119533678;30497:30035;1633959:317401523;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628324:9319927;5426651:29841;1628366:32799;25935:31381,20140412.0,,2014-04-12,2014,4
891736786,37968733758,50013207,50008168,1628665:3233942;1628665:92012;1628665:29790;1628665:31614;1628665:3233936;1628665:29778;1628665:3233938;1628665:29784;1628665:29793;1628665:29796;1628665:133527;1628665:29785;1628665:29782;22121:21671;122217801:34731;122217801:2026;122217801:50793479;25935:31381;32047:93472;22009:29800;22066:3086;22061:30912;1628348:11468,1,2014-08-03,2014,8,6,1,1628665:3233942;1628665:92012;1628665:29790;1628665:31614;1628665:3233936;1628665:29778;1628665:3233938;1628665:29784;1628665:29793;1628665:29796;1628665:133527;1628665:29785;1628665:29782;22121:21671;122217801:34731;122217801:2026;122217801:50793479;25935:31381;32047:93472;22009:29800;22066:3086;22061:30912;1628348:11468,20120628.0,1.0,2012-06-28,2012,6
131325713,23943612874,50013636,50008168,1628665:3233942;25935:21991;32047:93470;22019:3284610;22019:125938;22019:3238422;22019:3251926;22019:3287412;22135:31412;1628366:30915;8151548:3309760;13529746:21982;13529646:117906617;13394971:30993;22022:102274034;13539026:21984;21458:196556126;30100230:238398242;1633959:29442619,1,2013-04-16,2013,4,1,1,1628665:3233942;25935:21991;32047:93470;22019:3284610;22019:125938;22019:3238422;22019:3251926;22019:3287412;22135:31412;1628366:30915;8151548:3309760;13529746:21982;13529646:117906617;13394971:30993;22022:102274034;13539026:21984;21458:196556126;30100230:238398242;1633959:29442619,20110429.0,0.0,2011-04-29,2011,4
870668820,9390785457,50006520,50014815,22277:6262384;21458:30992;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;13023209:11203265,6,2014-11-25,2014,11,1,6,22277:6262384;21458:30992;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;13023209:11203265,20140211.0,1.0,2014-02-11,2014,2
1869728066,17629298588,50006099,50014815,21458:3409452;8836916:126026819;22999:39944;13023209:125073780;21475:50991830;1628665:3233941;1628665:3233942,1,2014-05-30,2014,5,4,1,21458:3409452;8836916:126026819;22999:39944;13023209:125073780;21475:50991830;1628665:3233941;1628665:3233942,20130721.0,1.0,2013-07-21,2013,7
655834471,18860456727,50006843,38,21458:125557934;15730987:156785732;20293434:156750670;21475:108284;6933666:4421827;33595:29230,1,2012-10-14,2012,10,6,1,21458:125557934;15730987:156785732;20293434:156750670;21475:108284;6933666:4421827;33595:29230,20120403.0,0.0,2012-04-03,2012,4
834999974,18723486529,50018202,38,21458:3332827;6933553:3313377;7084109:3253542;8181346:75369949;3346378:75369399;22757:29230;21475:20145005;1628149:96059;6940834:29865;122277714:28471,1,2014-11-11,2014,11,1,1,21458:3332827;6933553:3313377;7084109:3253542;8181346:75369949;3346378:75369399;22757:29230;21475:20145005;1628149:96059;6940834:29865;122277714:28471,20141130.0,1.0,2014-11-30,2014,11
758277216,20740212544,50016706,50022520,21458:9202145;13650040:38144274;122218232:7366337;122218233:3559330;5316831:24421363;22135:31411;122218237:109756589;21479:29800;22061:14033338;21477:22516235;122218046:117230;1628665:61550;1628665:29798;1628665:3233938;1628665:29787;1628665:29784;1628665:131622;1628665:29796;1628665:133527;1628665:29782;21967:29774;21967:29775;21967:29776,1,2014-03-24,2014,3,0,1,21458:9202145;13650040:38144274;122218232:7366337;122218233:3559330;5316831:24421363;22135:31411;122218237:109756589;21479:29800;22061:14033338;21477:22516235;122218046:117230;1628665:61550;1628665:29798;1628665:3233938;1628665:29787;1628665:29784;1628665:131622;1628665:29796;1628665:133527;1628665:29782;21967:29774;21967:29775;21967:29776,20141026.0,0.0,2014-10-26,2014,10
511889597,20026407554,50013207,50008168,21458:232045469;1633959:15208742;2904342:30905;25935:21990;8151548:44428977;13394971:30993;13395135:30910;13512632:44718;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:29782;22019:3340598;22019:34731;22019:2026;22019:50793479;22019:3287412;22019:3377924,1,2013-07-05,2013,7,4,1,21458:232045469;1633959:15208742;2904342:30905;25935:21990;8151548:44428977;13394971:30993;13395135:30910;13512632:44718;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:29782;22019:3340598;22019:34731;22019:2026;22019:50793479;22019:3287412;22019:3377924,20111106.0,1.0,2011-11-06,2011,11
366240547,10380868910,50006521,50014815,21458:7480167;1633959:113175440;2815901:113175440,3,2013-07-19,2013,7,4,3,21458:7480167;1633959:113175440;2815901:113175440,,0.0,2009-11-06,2009,11
93332442,37317558555,50013207,50008168,21458:3473062;13023209:143765174;25935:21991;1628665:3233941;1628665:3233942;22121:65820315;122217801:125938;122217801:2026;122217801:50793479;122217801:3287412;122217801:3377924;32047:93471;22009:29800;22066:30993;22061:109080;122217806:30903;1628348:11468,1,2014-03-19,2014,3,2,1,21458:3473062;13023209:143765174;25935:21991;1628665:3233941;1628665:3233942;22121:65820315;122217801:125938;122217801:2026;122217801:50793479;122217801:3287412;122217801:3377924;32047:93471;22009:29800;22066:30993;22061:109080;122217806:30903;1628348:11468,20111102.0,0.0,2011-11-02,2011,11
408499766,7210849725,50013998,28,21458:76412435;1633959:77875535;1627584:28619;21475:114227;1628665:3233941;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579,1,2012-08-18,2012,8,5,1,21458:76412435;1633959:77875535;1627584:28619;21475:114227;1628665:3233941;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579,20140919.0,0.0,2014-09-19,2014,9
142427984,37967196751,50013207,50008168,21458:204438163;13023209:109045652;22121:30905;25935:21991;22009:27417714;22066:31377;22061:14033338;122217806:30902;1628665:29790;1628665:3233938;122217801:34731;122217801:2026;122217801:50793479;122217801:3287412;122217801:3377924;32047:93470;1628348:11468,1,2014-04-23,2014,4,2,1,21458:204438163;13023209:109045652;22121:30905;25935:21991;22009:27417714;22066:31377;22061:14033338;122217806:30902;1628665:29790;1628665:3233938;122217801:34731;122217801:2026;122217801:50793479;122217801:3287412;122217801:3377924;32047:93470;1628348:11468,20110721.0,0.0,2011-07-21,2011,7
1643805171,37802896330,121394024,50008168,21458:195688453;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;13023209:2128;122217801:3238327;122217801:3228688;122217801:3265977;122217801:3340598;22009:27417714;122217803:30914;21477:30731631;21477:28695579;21477:4069612;25935:31381;13512069:48867;21475:20145005,1,2014-09-01,2014,9,0,1,21458:195688453;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;13023209:2128;122217801:3238327;122217801:3228688;122217801:3265977;122217801:3340598;22009:27417714;122217803:30914;21477:30731631;21477:28695579;21477:4069612;25935:31381;13512069:48867;21475:20145005,20140509.0,1.0,2014-05-09,2014,5
827639760,19538803966,50012375,50022520,21458:83228914;1633959:3794685;2397831:16561212;22021:29843;35759:30903;22131:30905;22122:29563;22123:30910;22124:30915;10296185:95292615;1628665:3233937;1628665:29784;1628665:29793;21967:29774;21967:29773;21967:29775,1,2013-06-17,2013,6,0,1,21458:83228914;1633959:3794685;2397831:16561212;22021:29843;35759:30903;22131:30905;22122:29563;22123:30910;22124:30915;10296185:95292615;1628665:3233937;1628665:29784;1628665:29793;21967:29774;21967:29773;21967:29775,20140101.0,0.0,2014-01-01,2014,1
1103802043,37076000628,50023514,28,21458:3660286;29327776:13516084;32959:90426782;11666049:62519847;21475:135183931,1,2014-04-24,2014,4,3,1,21458:3660286;29327776:13516084;32959:90426782;11666049:62519847;21475:135183931,20130301.0,1.0,2013-03-01,2013,3
11461439,9479844425,50012464,50014815,21458:28155;1628665:31614;1628665:61550;7144773:28619;2815901:9988258;1633959:3434544,1,2013-01-12,2013,1,5,1,21458:28155;1628665:31614;1628665:61550;7144773:28619;2815901:9988258;1633959:3434544,20130307.0,1.0,2013-03-07,2013,3
1730315664,13155318835,50012564,50014815,21458:77835136;15039464:594741715;131982089:5517310;122217774:3265977;1628149:48509498;15054114:5517310;8456532:4244397,5,2015-02-05,2015,2,3,5,21458:77835136;15039464:594741715;131982089:5517310;122217774:3265977;1628149:48509498;15054114:5517310;8456532:4244397,20120629.0,0.0,2012-06-29,2012,6
77164222,21559175634,50009547,50014815,21458:28155;3219631:8118693;21489:82409;2815901:30148496;21475:114225;21479:21671,1,2014-12-11,2014,12,3,1,21458:28155;3219631:8118693;21489:82409;2815901:30148496;21475:114225;21479:21671,20150129.0,1.0,2015-01-29,2015,1
75104744,15809019524,121394024,50008168,21458:91586564;13023209:3558651;22009:21671;122217803:30914;21477:30731631;21477:3979320;21477:3232478;21477:24927057;21477:28695579;21477:4069612;25935:31381;13512069:48867;21475:61944851;21475:20145005;21475:234713719;1628665:3233939;1628665:92012;1628665:29798;1628665:29793;122217801:3228688;122217801:3265977;122217801:3340598;122217801:34731;122217801:2026;122217801:50793479,1,2014-05-13,2014,5,1,1,21458:91586564;13023209:3558651;22009:21671;122217803:30914;21477:30731631;21477:3979320;21477:3232478;21477:24927057;21477:28695579;21477:4069612;25935:31381;13512069:48867;21475:61944851;21475:20145005;21475:234713719;1628665:3233939;1628665:92012;1628665:29798;1628665:29793;122217801:3228688;122217801:3265977;122217801:3340598;122217801:34731;122217801:2026;122217801:50793479,20140315.0,1.0,2014-03-15,2014,3
52529655,41700127609,50012363,122650008,21458:7220802;13023209:721025658;122217803:30916;2397831:16561295;21948:3228727;122218021:31619;25935:21991;25935:21990;2397831:16561404;122217744:4027090;1628665:3233937;1628665:29799;22007:30387;22007:30388;22007:30389;22007:30390;22007:30391,1,2014-11-11,2014,11,1,1,21458:7220802;13023209:721025658;122217803:30916;2397831:16561295;21948:3228727;122218021:31619;25935:21991;25935:21990;2397831:16561404;122217744:4027090;1628665:3233937;1628665:29799;22007:30387;22007:30388;22007:30389;22007:30390;22007:30391,20130611.0,,2013-06-11,2013,6
196293483,18654493396,50023670,28,1628665:3233941;11684888:104528258;33969:184475658;21475:137325;21458:19479529;44983511:3324753,1,2013-09-04,2013,9,2,1,1628665:3233941;11684888:104528258;33969:184475658;21475:137325;21458:19479529;44983511:3324753,20100117.0,1.0,2010-01-17,2010,1
789872417,41358926135,50010544,50008168,21458:32270;13023209:706307803;25935:21991;1628348:11468;122218020:48960;33069:104912;22121:30905;22066:30993;22009:21671;22061:14033338;13510285:3450338;6863019:3269153;32047:93470;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:3233940;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:131622;1628665:29796;1628665:29785;122217801:34731;122217801:2026;122217801:50793479;122217801:3287412;122217801:3377924;122217801:2375;122217801:28232,1,2015-01-06,2015,1,1,1,21458:32270;13023209:706307803;25935:21991;1628348:11468;122218020:48960;33069:104912;22121:30905;22066:30993;22009:21671;22061:14033338;13510285:3450338;6863019:3269153;32047:93470;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:3233940;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:131622;1628665:29796;1628665:29785;122217801:34731;122217801:2026;122217801:50793479;122217801:3287412;122217801:3377924;122217801:2375;122217801:28232,,0.0,2009-08-05,2009,8
369840982,24537752535,50018436,50014815,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;21458:4435058,1,2013-08-02,2013,8,4,1,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;21458:4435058,20130309.0,1.0,2013-03-09,2013,3
10642245,14109039851,50006843,38,21458:7142737;8694098:95303334;12786373:54223;21476:21797;21475:108284;6933666:96059;33595:16453265,1,2013-06-17,2013,6,0,1,21458:7142737;8694098:95303334;12786373:54223;21476:21797;21475:108284;6933666:96059;33595:16453265,20130213.0,0.0,2013-02-13,2013,2
92590396,21167235111,50013207,50008168,1628665:29798;22019:3228688;22019:3265977;22019:3248884;22019:3340598;25935:31381,1,2013-07-06,2013,7,5,1,1628665:29798;22019:3228688;22019:3265977;22019:3248884;22019:3340598;25935:31381,20120717.0,1.0,2012-07-17,2012,7
57711375,12917121510,50013175,28,2397831:16560944,1,2012-09-14,2012,9,4,1,2397831:16560944,20130420.0,,2013-04-20,2013,4
127451512,36512326995,50013207,50008168,21458:30992;1628665:29798;22019:3340598;22019:34731;22019:2026;22019:50793479;22019:3287412;25935:21991;32047:93470;13394971:29563;13395135:30912;13512632:45026;1628348:11468,1,2013-12-17,2013,12,1,1,21458:30992;1628665:29798;22019:3340598;22019:34731;22019:2026;22019:50793479;22019:3287412;25935:21991;32047:93470;13394971:29563;13395135:30912;13512632:45026;1628348:11468,20121212.0,0.0,2012-12-12,2012,12
418692116,4550443229,50012456,50014815,11474:77718329;21458:21906;13023209:3495733,1,2014-02-21,2014,2,4,1,11474:77718329;21458:21906;13023209:3495733,20140602.0,1.0,2014-06-02,2014,6
