user_id,auction_id,cat_id,cat1,property,buy_mount,day,trade_year,trade_month,weekday,buy_mount_winsor,<property object at 0x000002C1C74567F0>
676863155,35785828567,50012788,28,2112993:32075;1628665:3233939;1628665:92012;1628665:61550;1628665:3233940;1628665:29798;1628665:29778;1628665:29787;1628665:29784;1628665:29796;1628665:133527;1628665:29782;1628665:29799;2112713:28471;2112778:41776951;21475:137325;2740615:3988939;4002394:27613968;2188507:14154604;21458:202466161;31403879:364243553,1,2013-12-09,2013,12,0,1,2112993:32075;1628665:3233939;1628665:92012;1628665:61550;1628665:3233940;1628665:29798;1628665:29778;1628665:29787;1628665:29784;1628665:29796;1628665:133527;1628665:29782;1628665:29799;2112713:28471;2112778:41776951;21475:137325;2740615:3988939;4002394:27613968;2188507:14154604;21458:202466161;31403879:364243553
63170937,16964345845,50012366,122650008,21458:8535341;1628665:92012;1628665:133527;1628665:108579;1628665:29782;1628665:29799;22007:30391;22007:30395;22007:30399;1628366:30916;8185015:3229359;8185014:3269393;8185017:31691;25935:21991;25935:21990;1633959:3382185;2397831:16560881,1,2013-01-21,2013,1,0,1,21458:8535341;1628665:92012;1628665:133527;1628665:108579;1628665:29782;1628665:29799;22007:30391;22007:30395;22007:30399;1628366:30916;8185015:3229359;8185014:3269393;8185017:31691;25935:21991;25935:21990;1633959:3382185;2397831:16560881
420773700,15533959680,50012564,50014815,21458:26477951;12505037:11430102;16465969:49545;4859783:137593;4890199:28896;8456532:4244397,1,2013-01-21,2013,1,0,1,21458:26477951;12505037:11430102;16465969:49545;4859783:137593;4890199:28896;8456532:4244397
651675176,17810965744,50026467,50022520,21458:223749980;13023209:40762176;122277538:97699,1,2014-02-23,2014,2,6,1,21458:223749980;13023209:40762176;122277538:97699
70648973,37386170143,50012371,122650008,21458:3228749;13023209:3368988;2397831:16560972;25935:21991;25935:21990;22007:78118763;22007:30401;22007:30338;22007:30400;22007:30399;22007:30398;22007:30397;22007:30396;22007:30395;22007:30394;22007:30393;22007:30392;22007:30391;22007:30390;22007:30389;1628665:29796;1628665:29784;1628665:3233938;1628665:29798;1628665:3233942;1628665:3233941,1,2014-02-23,2014,2,6,1,21458:3228749;13023209:3368988;2397831:16560972;25935:21991;25935:21990;22007:78118763;22007:30401;22007:30338;22007:30400;22007:30399;22007:30398;22007:30397;22007:30396;22007:30395;22007:30394;22007:30393;22007:30392;22007:30391;22007:30390;22007:30389;1628665:29796;1628665:29784;1628665:3233938;1628665:29798;1628665:3233942;1628665:3233941
175688859,36874178023,50010558,50008168,25935:31381;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;122217801:3228688;122217801:3265977;122217801:3340598;32047:93470;122217973:30363;1628306:3229402;1628348:11468;10144346:29641138;13023209:3379133;21458:4261590,1,2014-02-23,2014,2,6,1,25935:31381;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;122217801:3228688;122217801:3265977;122217801:3340598;32047:93470;122217973:30363;1628306:3229402;1628348:11468;10144346:29641138;13023209:3379133;21458:4261590
610179167,43058402601,50013636,50008168,21458:118178157;13023209:769938012;139427840:195350348;25935:21991;22135:31412;122217803:30916;22066:31379;22022:102274034;122277668:119686;1628665:3233941;1628665:29796;1628665:29799;122217801:3340598;122217801:34731;122217801:2026;122217801:50793479;122217801:3287412;122217801:3226274;122217801:28232;122217801:138748;122217801:138749;122217801:138750,1,2014-12-25,2014,12,3,1,21458:118178157;13023209:769938012;139427840:195350348;25935:21991;22135:31412;122217803:30916;22066:31379;22022:102274034;122277668:119686;1628665:3233941;1628665:29796;1628665:29799;122217801:3340598;122217801:34731;122217801:2026;122217801:50793479;122217801:3287412;122217801:3226274;122217801:28232;122217801:138748;122217801:138749;122217801:138750
583053285,35341501473,50013178,28,21458:134853730;16179787:597664374;11536158:23416;21479:28619;11684888:11468;21475:275708185;1628665:3233941;1628665:3233942;1628665:29790;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579,1,2014-09-03,2014,9,2,1,21458:134853730;16179787:597664374;11536158:23416;21479:28619;11684888:11468;21475:275708185;1628665:3233941;1628665:3233942;1628665:29790;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579
2054871149,40153522517,50007140,28,21458:633981966;137412302:6136158;21475:135183931;122218217:22026;11684888:11468,20,2014-09-03,2014,9,2,13,21458:633981966;137412302:6136158;21475:135183931;122218217:22026;11684888:11468
763412771,36460529518,50018436,50014815,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;21458:115522047,1,2014-10-19,2014,10,6,1,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;21458:115522047
1036607966,4286913188,50228021,50014815,1628665:108579;1628665:131622;1628665:29778;1628665:29782;1628665:29784;1628665:29785;21458:28155;3116488:11580;21479:21671;6478880:29772;6478880:29773;6478880:11580;31174030:44083,1,2014-10-19,2014,10,6,1,1628665:108579;1628665:131622;1628665:29778;1628665:29782;1628665:29784;1628665:29785;21458:28155;3116488:11580;21479:21671;6478880:29772;6478880:29773;6478880:11580;31174030:44083
1575577041,39220237882,50010555,50008168,25935:31381;1628665:61550;1628665:3233938;1628665:29793;1628665:131622;1628665:29796;122217801:3275004;122217801:3261251;122217801:3238327;122217801:3228688;122217801:3265977;122217801:3340598;122277773:38363838;32047:93471;22066:31379;122217803:30914;22009:3676630;33069:104912;1628348:11468;122217806:30902;13023209:3515620;21458:10466232;36093459:3261072,1,2014-11-06,2014,11,3,1,25935:31381;1628665:61550;1628665:3233938;1628665:29793;1628665:131622;1628665:29796;122217801:3275004;122217801:3261251;122217801:3238327;122217801:3228688;122217801:3265977;122217801:3340598;122277773:38363838;32047:93471;22066:31379;122217803:30914;22009:3676630;33069:104912;1628348:11468;122217806:30902;13023209:3515620;21458:10466232;36093459:3261072
51880578,25498040503,50023709,28,11666049:62519847;21458:4011457;11780055:37796960;21475:137325,1,2013-08-07,2013,8,2,1,11666049:62519847;21458:4011457;11780055:37796960;21475:137325
915915309,25572980818,50010558,50008168,21458:114480398;25935:21990;1628665:3233941;1628665:3233942;1628665:29790;22019:3251926;22019:3263874;22019:3377924;22019:2375;22019:28232;32047:93470;1628305:3229394;1628306:3229402;1628348:11468;3079382:29641136;8151548:29800;1627349:3218241;1628366:30915;13394971:30993;3988915:7197959;13395135:30912;13399649:3315982;1633959:23780459,1,2013-08-07,2013,8,2,1,21458:114480398;25935:21990;1628665:3233941;1628665:3233942;1628665:29790;22019:3251926;22019:3263874;22019:3377924;22019:2375;22019:28232;32047:93470;1628305:3229394;1628306:3229402;1628348:11468;3079382:29641136;8151548:29800;1627349:3218241;1628366:30915;13394971:30993;3988915:7197959;13395135:30912;13399649:3315982;1633959:23780459
88909484,10461424203,50017100,50014815,21458:8535341;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:3233938;6904871:3219069,2,2012-11-01,2012,11,3,2,21458:8535341;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:3233938;6904871:3219069
153555066,15284834742,50013636,50008168,21458:11580;1633959:3399178;25935:21991;32047:93470;1628665:29790;1628665:29796;1628665:29782;25935:31381;32047:93471;22019:3228688;22019:3265977;22019:3248884;22019:3340598;22135:31412;1628366:32799;8151548:29800;13529746:21983;13529646:117906617;13394971:30993;22022:110150624;13539026:117942782,1,2012-11-01,2012,11,3,1,21458:11580;1633959:3399178;25935:21991;32047:93470;1628665:29790;1628665:29796;1628665:29782;25935:31381;32047:93471;22019:3228688;22019:3265977;22019:3248884;22019:3340598;22135:31412;1628366:32799;8151548:29800;13529746:21983;13529646:117906617;13394971:30993;22022:110150624;13539026:117942782
54639845,13925394316,50012361,122650008,21458:3228749;1633959:3467980;1628366:32799;2397831:16560944;3071908:104867;8185014:3228727;8185016:31619;2236228:33213;25935:21991;1628665:3233938;22007:30376;22007:30390;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395;22007:30396;22007:30397;22007:30398;22007:30399;22007:30400;8185021:125116,1,2012-11-01,2012,11,3,1,21458:3228749;1633959:3467980;1628366:32799;2397831:16560944;3071908:104867;8185014:3228727;8185016:31619;2236228:33213;25935:21991;1628665:3233938;22007:30376;22007:30390;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395;22007:30396;22007:30397;22007:30398;22007:30399;22007:30400;8185021:125116
156744405,23359400122,50013207,50008168,21458:30992;1628665:92012;1628665:29790;1628665:3233936;1628665:29778;1628665:29787;1628665:29784;1628665:29793;1628665:29796;1628665:133527;1628665:29782;2904342:30905;22019:3340598;22019:34731;22019:2026;22019:50793479;22019:3287412;25935:31381;32047:93472;8151548:29800;13394971:30993;13512632:44718;1628348:11468;1633959:67022755,1,2013-03-29,2013,3,4,1,21458:30992;1628665:92012;1628665:29790;1628665:3233936;1628665:29778;1628665:29787;1628665:29784;1628665:29793;1628665:29796;1628665:133527;1628665:29782;2904342:30905;22019:3340598;22019:34731;22019:2026;22019:50793479;22019:3287412;25935:31381;32047:93472;8151548:29800;13394971:30993;13512632:44718;1628348:11468;1633959:67022755
76039138,17392221094,50013711,50008168,25935:21991;21458:43374217,1,2013-03-29,2013,3,4,1,25935:21991;21458:43374217
1870492194,16687873625,50014129,28,1628665:61550;1628665:29798;1628665:29778;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;1628665:29799;21475:137325,1,2013-11-14,2013,11,3,1,1628665:61550;1628665:29798;1628665:29778;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;1628665:29799;21475:137325
434091096,35231212117,50012365,122650008,21458:103075323;1633959:3371415;1628366:30916;2397831:16561404;23346:46085;8185015:29855;8185016:31619;8185018:31686;1629233:14543980;3034215:8419659;8185021:117233;8185017:31691;2232918:14466536;25935:21991;25935:21990;25935:31381;1628665:29784;1628665:133527;1628665:29799;22007:30390;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395;22007:30396;22007:30397;22007:30398;22007:30399;22007:30400;22007:30338;22007:30401;39124336:29855,1,2013-11-14,2013,11,3,1,21458:103075323;1633959:3371415;1628366:30916;2397831:16561404;23346:46085;8185015:29855;8185016:31619;8185018:31686;1629233:14543980;3034215:8419659;8185021:117233;8185017:31691;2232918:14466536;25935:21991;25935:21990;25935:31381;1628665:29784;1628665:133527;1628665:29799;22007:30390;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395;22007:30396;22007:30397;22007:30398;22007:30399;22007:30400;22007:30338;22007:30401;39124336:29855
687610491,42749693211,50013636,50008168,21458:46906;13585062:676516318;1628665:29799;25935:31381;13023209:676516318;32047:93470;122217801:3340598;122217801:34731;122217801:2026;122217801:50793479;22135:31412;122217803:30916;22009:29807;122277569:21983;2049128:117906617;22066:31379;22022:110150624;122277668:18161129,1,2014-12-17,2014,12,2,1,21458:46906;13585062:676516318;1628665:29799;25935:31381;13023209:676516318;32047:93470;122217801:3340598;122217801:34731;122217801:2026;122217801:50793479;22135:31412;122217803:30916;22009:29807;122277569:21983;2049128:117906617;22066:31379;22022:110150624;122277668:18161129
1118758970,2254840857,50011993,28,21458:104001;13023209:5606919;122218042:50276;1628861:99051;1628967:3259626;32959:104027;122217889:82126;21479:31542;6863019:3726638;21475:81122592;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:3233938;1628665:82340;6864839:75475275;6864839:99063;6864839:5233065;6864839:10394602;6864839:4105896;6864839:119507;6864839:119508;6864839:14391487,1,2014-12-17,2014,12,2,1,21458:104001;13023209:5606919;122218042:50276;1628861:99051;1628967:3259626;32959:104027;122217889:82126;21479:31542;6863019:3726638;21475:81122592;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:3233938;1628665:82340;6864839:75475275;6864839:99063;6864839:5233065;6864839:10394602;6864839:4105896;6864839:119507;6864839:119508;6864839:14391487
440437534,17495341273,50012364,122650008,21458:30992;23378:3343255;1628665:3233941;1628665:3233942;1628665:3233939;1628665:29784;1628665:29799;22007:30376;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395;1628366:30915;2397831:16560944;1629216:3227755;8185014:3228727;8185021:31415;25935:21991,1,2013-03-17,2013,3,6,1,21458:30992;23378:3343255;1628665:3233941;1628665:3233942;1628665:3233939;1628665:29784;1628665:29799;22007:30376;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395;1628366:30915;2397831:16560944;1629216:3227755;8185014:3228727;8185021:31415;25935:21991
37812808,7805566735,50023670,28,21458:3660286;29120057:39302578;21475:21793;1628665:3233941;1628665:31614;33969:30689,1,2013-03-17,2013,3,6,1,21458:3660286;29120057:39302578;21475:21793;1628665:3233941;1628665:31614;33969:30689
183244974,9466014287,50002524,28,22914:43278;21458:97783,6,2013-03-01,2013,3,4,6,22914:43278;21458:97783
854699850,17616976741,50018855,38,21458:33304;6933666:96059;21475:137319;12121566:3861755;33595:29230,3,2013-06-21,2013,6,4,3,21458:33304;6933666:96059;21475:137319;12121566:3861755;33595:29230
1044855065,13991642818,50012367,122650008,21458:32270;1633959:4461999;2397831:16560944;25935:21991;25935:21990;25935:31381;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;22007:30376;22007:30377;22007:30378;22007:30379;22007:30380,6,2013-06-21,2013,6,4,6,21458:32270;1633959:4461999;2397831:16560944;25935:21991;25935:21990;25935:31381;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;22007:30376;22007:30377;22007:30378;22007:30379;22007:30380
266896440,37849155927,50012367,122650008,21458:3801055;1628665:92012;1628665:31614;1628665:3233938;1628665:29796;13023209:3363914;22007:30384;22007:30385;22007:30386;22007:30387;22007:30388;22007:30389;22007:30390;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395;22007:30396;22007:30397;122217803:30915;2397831:16560944;124129949:18340619;122218021:21828;122218019:31686;25935:21991;25935:21990;25935:31381;122277773:47570;122217973:104872,1,2014-04-07,2014,4,0,1,21458:3801055;1628665:92012;1628665:31614;1628665:3233938;1628665:29796;13023209:3363914;22007:30384;22007:30385;22007:30386;22007:30387;22007:30388;22007:30389;22007:30390;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395;22007:30396;22007:30397;122217803:30915;2397831:16560944;124129949:18340619;122218021:21828;122218019:31686;25935:21991;25935:21990;25935:31381;122277773:47570;122217973:104872
2023887176,38330252624,50006235,50008168,2397831:16560881,1,2014-04-07,2014,4,0,1,2397831:16560881
1947658753,38333224463,50017100,50014815,1628665:3233941,1,2014-04-07,2014,4,0,1,1628665:3233941
1027756293,39427248762,50024151,28,21458:85430607;35126210:594626216;1628665:29784;1628665:29796;1628665:29782;21479:28492;2339099:15904099;20191801:21671;21475:135183931;122218092:43179,1,2014-06-25,2014,6,2,1,21458:85430607;35126210:594626216;1628665:29784;1628665:29796;1628665:29782;21479:28492;2339099:15904099;20191801:21671;21475:135183931;122218092:43179
833192593,38927257956,50013636,50008168,21458:30992;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;25935:21991;32047:93470;122217801:34731;122217801:3238422;122217801:3287412;122217801:3377924;22135:31412;122217803:30915;22009:21671;122277569:31729;22066:31379;122277668:119686;13023209:3254576;13658074:3281721,1,2014-06-25,2014,6,2,1,21458:30992;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;25935:21991;32047:93470;122217801:34731;122217801:3238422;122217801:3287412;122217801:3377924;22135:31412;122217803:30915;22009:21671;122277569:31729;22066:31379;122277668:119686;13023209:3254576;13658074:3281721
784649078,37928764315,50012375,50022520,21458:3731805;13023209:3475652;2397831:16561295;21479:29800;122217806:30903;22121:30905;22066:29563;22061:21671;122217805:30915;122217807:3227750;1628665:29778;21967:29774;21967:29773;21967:29775,1,2014-06-26,2014,6,3,1,21458:3731805;13023209:3475652;2397831:16561295;21479:29800;122217806:30903;22121:30905;22066:29563;22061:21671;122217805:30915;122217807:3227750;1628665:29778;21967:29774;21967:29773;21967:29775
61514336,42419629246,50016489,50014815,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012,1,2014-12-04,2014,12,3,1,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012
2168894048,38522662194,50009547,50014815,21489:35152;2815901:593766234;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;1628665:29799;21458:33236;21475:108284;21479:44210,1,2014-12-04,2014,12,3,1,21489:35152;2815901:593766234;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;1628665:29799;21458:33236;21475:108284;21479:44210
2221638895,19863157914,50005107,28,21458:75281641;29096242:69386265;13023209:3254576;1628665:29778;1628665:29785;1628665:29798;1628665:61550;1628665:82340;1628665:92012;1628665:108579;1628665:131622;1628665:3233937;11684888:11468,1,2014-11-12,2014,11,2,1,21458:75281641;29096242:69386265;13023209:3254576;1628665:29778;1628665:29785;1628665:29798;1628665:61550;1628665:82340;1628665:92012;1628665:108579;1628665:131622;1628665:3233937;11684888:11468
1077403347,35048333562,50012365,122650008,21458:3366285;13023209:333734095;122217803:30916;2397831:16561343;23346:46084;124129949:29855;122218021:3269476;122218019:31686;21948:3228727;3034215:3224847;35730:31415;122217809:31691;122218045:14466535;25935:21991;122277820:29855;1628665:29778;1628665:3233938;1628665:29784;1628665:29799;22007:30390;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395;22007:30396;22007:30397;22007:30398;22007:30399;22007:30400;22007:30338;22007:30401,1,2014-11-11,2014,11,1,1,21458:3366285;13023209:333734095;122217803:30916;2397831:16561343;23346:46084;124129949:29855;122218021:3269476;122218019:31686;21948:3228727;3034215:3224847;35730:31415;122217809:31691;122218045:14466535;25935:21991;122277820:29855;1628665:29778;1628665:3233938;1628665:29784;1628665:29799;22007:30390;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395;22007:30396;22007:30397;22007:30398;22007:30399;22007:30400;22007:30338;22007:30401
602149821,14981283720,50011993,28,21475:135183931;32959:104027;1628665:3233939;1628665:92012;1628665:133527;122217889:82126;21479:31542;6863019:3726638;6864839:99061;6864839:99060;6864839:99201;11684888:11468,1,2014-11-11,2014,11,1,1,21475:135183931;32959:104027;1628665:3233939;1628665:92012;1628665:133527;122217889:82126;21479:31542;6863019:3726638;6864839:99061;6864839:99060;6864839:99201;11684888:11468
63570954,41344016118,50010542,50008168,21458:108288264;13023209:703757834;115931637:36783070;25935:21991;122217803:30914;122217965:3227750;33069:114089;22066:31377;6863019:21671;22061:30912;32047:93470;1628665:61550;1628665:3233940;122217801:50793479;122217801:3287412;122217801:3377924;122217801:2375;122217801:28232;122217801:138748,1,2014-11-11,2014,11,1,1,21458:108288264;13023209:703757834;115931637:36783070;25935:21991;122217803:30914;122217965:3227750;33069:114089;22066:31377;6863019:21671;22061:30912;32047:93470;1628665:61550;1628665:3233940;122217801:50793479;122217801:3287412;122217801:3377924;122217801:2375;122217801:28232;122217801:138748
336727102,14383579245,50013636,50008168,21458:11580;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;25935:21991;22019:3340598;22019:34731;22019:2026;22019:50793479;22019:3287412;22019:3377924;13529746:21983;13539026:117942783,1,2012-09-07,2012,9,4,1,21458:11580;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;25935:21991;22019:3340598;22019:34731;22019:2026;22019:50793479;22019:3287412;22019:3377924;13529746:21983;13539026:117942783
851546358,14766214896,50013176,28,1627584:28619;5781900:109135;11684888:104528258;21458:34588740;18723866:177477705;2397831:16561212,1,2012-09-07,2012,9,4,1,1627584:28619;5781900:109135;11684888:104528258;21458:34588740;18723866:177477705;2397831:16561212
340487935,14130530265,50017201,50022520,21458:6139770;5536895:3489535;5595413:47187,2,2012-09-07,2012,9,4,2,21458:6139770;5536895:3489535;5595413:47187
113714959,14673210185,50012359,122650008,21458:16915202;1633959:147584555;1628366:3230095;2397831:16560972;8185022:3704329;8185016:31619;23654:22100;7222700:139386;25935:21991;25935:21990;25935:31381;1628665:3233941;1628665:3233942;1628665:3233939;1628665:31614;1628665:29798;1628665:3233938;1628665:29784;1628665:29793;1628665:29785;22007:30389;22007:30390;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395;22007:30396;22007:30397;22007:30398;22007:30399;22007:30400;22007:30338;22007:30401;2397831:16561212,1,2012-09-07,2012,9,4,1,21458:16915202;1633959:147584555;1628366:3230095;2397831:16560972;8185022:3704329;8185016:31619;23654:22100;7222700:139386;25935:21991;25935:21990;25935:31381;1628665:3233941;1628665:3233942;1628665:3233939;1628665:31614;1628665:29798;1628665:3233938;1628665:29784;1628665:29793;1628665:29785;22007:30389;22007:30390;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395;22007:30396;22007:30397;22007:30398;22007:30399;22007:30400;22007:30338;22007:30401;2397831:16561212
52193639,16849152720,50026486,50022520,21458:3599660;34862:119676;33595:29230;6933666:96059,50,2013-01-15,2013,1,1,13,21458:3599660;34862:119676;33595:29230;6933666:96059
1040985708,8051056257,50002524,28,21458:21599;22914:30097;22915:43314,1,2013-01-15,2013,1,1,1,21458:21599;22914:30097;22915:43314
1850440333,15621187004,50015992,50014815,21458:18243625;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233936;1628665:3233937;1628665:29798,1,2013-10-25,2013,10,4,1,21458:18243625;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233936;1628665:3233937;1628665:29798
707759398,19883485946,50012360,122650008,21458:21599;1628665:29784;1628665:29793;22007:30380;22007:30381;22007:30382;22007:30383;22007:30384;1628366:32799;2397831:16561025;8185014:9888862;8185017:31691;21972:31536;25935:21991,1,2013-10-25,2013,10,4,1,21458:21599;1628665:29784;1628665:29793;22007:30380;22007:30381;22007:30382;22007:30383;22007:30384;1628366:32799;2397831:16561025;8185014:9888862;8185017:31691;21972:31536;25935:21991
60577626,20087367253,50007011,50008168,21458:7994622;1633959:180396430;3130834:30448607;35931:133197;2124281:12439578;25935:21991;1628165:140638;8151548:11580;1628665:29790;1628665:3233940;1628665:29798;1628665:29778;1628665:3233938;1628665:29784;1628665:29796;1628665:133527;1628324:38370767;5426651:29774;5426651:29841,1,2013-10-25,2013,10,4,1,21458:7994622;1633959:180396430;3130834:30448607;35931:133197;2124281:12439578;25935:21991;1628165:140638;8151548:11580;1628665:29790;1628665:3233940;1628665:29798;1628665:29778;1628665:3233938;1628665:29784;1628665:29796;1628665:133527;1628324:38370767;5426651:29774;5426651:29841
655887003,18327662251,50015911,50022520,21458:29419;3970188:3318095;42855821:3232971,1,2013-07-15,2013,7,0,1,21458:29419;3970188:3318095;42855821:3232971
782071713,15207897360,50010558,50008168,21458:153970270;25935:21990;1633959:154141035;1628665:92012;1628665:3233939;22019:2026;22019:34731;22019:3287412;22019:3377924;22019:50793479;32047:93470;1628305:3229394;1628306:3229402;1628348:11468;3079382:11580;1627349:114518;1628366:32799;13394971:30993;3988915:7197959;13395135:21671;13399649:3315982,1,2012-08-27,2012,8,0,1,21458:153970270;25935:21990;1633959:154141035;1628665:92012;1628665:3233939;22019:2026;22019:34731;22019:3287412;22019:3377924;22019:50793479;32047:93470;1628305:3229394;1628306:3229402;1628348:11468;3079382:11580;1627349:114518;1628366:32799;13394971:30993;3988915:7197959;13395135:21671;13399649:3315982
177728015,18728472930,50010545,50008168,21458:90661594;1633959:3775677;23150:45030;25935:21990;2101573:3218252;1628366:32799;8151548:29800;2904342:117128850;13394971:3269223;13395135:30910;1628665:3233941;1628665:92012;1628665:29790;1628665:3233936;22019:2026;22019:50793479;22019:3287412;22019:3377924;22019:2375;22019:28232;13395135:30911,1,2012-08-27,2012,8,0,1,21458:90661594;1633959:3775677;23150:45030;25935:21990;2101573:3218252;1628366:32799;8151548:29800;2904342:117128850;13394971:3269223;13395135:30910;1628665:3233941;1628665:92012;1628665:29790;1628665:3233936;22019:2026;22019:50793479;22019:3287412;22019:3377924;22019:2375;22019:28232;13395135:30911
52489006,14363419217,50012361,122650008,21458:111939570;1633959:135945926;1628366:32799;2397831:16560972;3071908:104866;8185014:3228727;8185021:117233;8185016:31619;2236228:30912;25935:31381;1628665:3233942;1628665:29784;1628665:29782;22007:30387;22007:30388;22007:30389;22007:30390;22007:30391,1,2013-02-26,2013,2,1,1,21458:111939570;1633959:135945926;1628366:32799;2397831:16560972;3071908:104866;8185014:3228727;8185021:117233;8185016:31619;2236228:30912;25935:31381;1628665:3233942;1628665:29784;1628665:29782;22007:30387;22007:30388;22007:30389;22007:30390;22007:30391
155780869,18117192728,50018615,38,21475:108283;6941953:21796;6933666:137594;33595:16453265;21458:100384265;1633959:21796,1,2013-02-26,2013,2,1,1,21475:108283;6941953:21796;6933666:137594;33595:16453265;21458:100384265;1633959:21796
254947031,16203205540,50008845,28,21458:8315125;1633959:17675464;5734172:17675464;2397831:16560881;11684888:104528258;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;21475:11488282,1,2013-02-26,2013,2,1,1,21458:8315125;1633959:17675464;5734172:17675464;2397831:16560881;11684888:104528258;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;21475:11488282
